userName,score,at,content
Lingaaa A,1,2026-07-22 17:31:08,"if you accidentally change the delivery address without noticing and then contact the support team, even if the address is 80 km away, they'll simply tell you, 'Please go there by bike and collect it yourself, sir.' They won't provide a refund, and they won't change the delivery address either. very very worst customer support"
Anushree Samanta,4,2026-07-22 17:30:13,ok ok
Birju Meena,5,2026-07-22 17:29:45,good
Nitish Sharma,4,2026-07-22 17:28:40,so good
Mayra ansari,4,2026-07-22 17:28:02,👍
Sumaiya,3,2026-07-22 17:27:48,nice 👍🏻
Bhim Mehta,5,2026-07-22 17:27:32,good
Mohd,4,2026-07-22 17:26:46,nice 👍
Binoy Binita Nath,4,2026-07-22 17:20:17,very Good
Jasraj jangid,5,2026-07-22 17:18:07,Nice 👍🏻
Limali Sahu,5,2026-07-22 17:17:38,good
Sumit Thakur,5,2026-07-22 17:16:49,very good tast and very fast
Alwin vlogs,1,2026-07-22 17:14:09,when I order a food in train the order not delivered to me and the fund refund spotlye but there is no option to eat food in there that was the experience faced me I tell this complaint so many times to Zomato customer care there was no response very bad experience from zomato
Vikas Kashyap,5,2026-07-22 17:12:20,good 👍
linemetal ceiling,5,2026-07-22 17:09:00,v good
Saydab Ali,5,2026-07-22 17:07:22,Nice
Ayesha Jabeen,5,2026-07-22 17:07:00,best 👍
Sharmila Biswas,1,2026-07-22 17:05:03,I have been ordering food for years from zomato but never had pathetic experience like this earlier.I ordered a protien wrap but the delivery agent could not locate my address don't know why so the order got cancelled and the zomato is refusing to pay the refund right now.
Vishal Biskarma,3,2026-07-22 17:01:41,good apps
Chandra Gain,5,2026-07-22 16:59:21,good
Shiva Khubiyan,5,2026-07-22 16:58:59,good service
Pooja Sharma,4,2026-07-22 16:57:29,very nice affordable app and food taste is also good 😊
Gazala,5,2026-07-22 16:56:01,very quick delivery
Raja,5,2026-07-22 16:56:00,verry good 👍
Amalesh Chakrabarty,5,2026-07-22 16:55:26,ok
Shivam Sahu,1,2026-07-22 16:52:21,😭😭
Prince Randhwa,5,2026-07-22 16:50:41,good 👍
B Dutta,4,2026-07-22 16:49:52,good service
suraj kumar,5,2026-07-22 16:48:46,excellent
Naveen nemiwal,5,2026-07-22 16:48:38,wow
Shubham Rai,5,2026-07-22 16:48:21,bahut aacha
Anilkumar.J.P JP,5,2026-07-22 16:46:44,good
Sumit Khaira,4,2026-07-22 16:45:05,nice 👍🙂
ALL CARTOONS,1,2026-07-22 16:43:32,"probably the worst app i ever used, yesterday I ordered veg meals from a restaurant and I received chicken roast and butter milk ,I raised this issue and instead of connecting me to an associate they are like please write us at zomato@..... and im like ughh, later I mailed them the response Thanks for reaching out. We’re sorry for the inconvenience. After review, we’re unable to take further action. We’ve flagged this internally to help prevent similar issues.Thanks for understanding 🙏 ..."
Gumula Lavanya,5,2026-07-22 16:43:12,super
Pushpendra Thakur,5,2026-07-22 16:40:46,good
Atharva Binawade,1,2026-07-22 16:38:26,very bad and order delayed by 30 mins and no customer service
Abhimanyu Singh,5,2026-07-22 16:36:37,need more discount on food
Biki Saha,5,2026-07-22 16:34:42,nice
Thirumalesh Ranganathan,1,2026-07-22 16:34:20,"I had an issue with the food delivered but Zomato responded saying contact the restaurant worst experience ever, never using the app again"
Rajnish Sharma,5,2026-07-22 16:33:17,good
Sk Motiar,5,2026-07-22 16:32:46,super hero
Parul Rathva,4,2026-07-22 16:31:55,good
Krish Kakdiya,5,2026-07-22 16:29:11,super
Richa Richa,5,2026-07-22 16:28:30,good 👍
Anurag Singh,1,2026-07-22 16:26:24,good
Sukesh Rai,2,2026-07-22 16:25:21,good
Dev Bohra,1,2026-07-22 16:24:55,Due to ulcers i cannot eat spicy so I already explained that prepare food at zero mirchi but still spicy food received and also restaurant has accepted my zero mirchi request so I continued this order.
Abid Abi,5,2026-07-22 16:24:51,👍
Sohail Mansuri,5,2026-07-22 16:22:42,good
Abir Sarkar,1,2026-07-22 16:20:21,cash on delivery not available
Az Aj,5,2026-07-22 16:19:41,nice 🥑🥑
SOPAN SINGHA,1,2026-07-22 16:19:21,customer care service is very poor. the delivery partner delivered the order somewhere else but they failed to resolve the issue.
mohtashim Siddiqui,5,2026-07-22 16:19:11,grt experience
Mohd Hussain,5,2026-07-22 16:18:17,good 👍
Lohitha Rongali,1,2026-07-22 16:16:50,very poor service
Shreejan Shil,3,2026-07-22 16:16:45,it's to much platform fee.
Naniamma Sasural,5,2026-07-22 16:15:40,okay satisfied
Sai Kumar,5,2026-07-22 16:15:18,good
dharmendra kumar patel,5,2026-07-22 16:14:38,better than swiggy
Nikhil Raj,5,2026-07-22 16:08:15,v good
Heer Zara,5,2026-07-22 16:07:18,good 👍
Monu Meena,5,2026-07-22 16:06:16,good
Prashant Kumar,5,2026-07-22 16:05:01,good app .. great coupon code available on every order
Kabita Lama,5,2026-07-22 16:01:19,good 👍
santosh khadke,5,2026-07-22 15:58:44,nice
Md. Thoufiq Thoufiq,5,2026-07-22 15:58:33,good
vaibhav ruthe,5,2026-07-22 15:56:03,good service
Kishan Chanwaria,5,2026-07-22 15:53:12,ok
Manoj Manu,3,2026-07-22 15:53:09,ok Nice
HUSA HUSA,5,2026-07-22 15:50:54,super 👌
Ajdaul H,5,2026-07-22 15:49:57,zomato driver jantar mantar live public transport and support love you zomato
Sujol Biswas,5,2026-07-22 15:49:12,nice
Venugopal Thanu,5,2026-07-22 15:47:19,"It is good, but sometime they' give late And it is good"
Sidramesh Havaloru,5,2026-07-22 15:45:22,good
OM PRAKASH,5,2026-07-22 15:41:26,Best experience
Sumit Kumar,5,2026-07-22 15:40:19,super fast delivery and genuine foods
Illuri Nandakumarreddy,5,2026-07-22 15:38:37,good
Abhishek Brahmachary,1,2026-07-22 15:38:10,"they take no accountability. charge full price and make you wait so that they can reap the profit. it's a lose lose situation for the restaurant, delivery partner and the customer."
Anup Sarkar,1,2026-07-22 15:37:57,Cash on delivery unavailable 😡
Pavithra Pavi,4,2026-07-22 15:37:56,superb
Anjali Sonwal,5,2026-07-22 15:37:37,bhut mazedar .. tasty
ganesh kokate,1,2026-07-22 15:37:08,my order not picked
FUNNY HA HA (som),5,2026-07-22 15:33:12,nice
Visapur Public School Visapur,5,2026-07-22 15:33:12,good delivery and good food for india
Birendra Sah,5,2026-07-22 15:30:32,bahut badiya
Madhusudan P M,1,2026-07-22 15:25:38,"I ordered a birthday cake from Aubree, and it has been delayed for over 2 hours. The assigned delivery executive is not picking up calls, and I have absolutely no idea when the delivery will finally be made. Since it is a fresh cake sitting on a bike for over two hours, I am highly concerned that it is completely melted and ruined. How can anyone trust Zomato with tight timelines for important events like birthdays? To make a bad situation worse, the customer support team has been unhelpful..."
MARYA GHANIE,5,2026-07-22 15:24:47,nice 👍
Parthana Murmu,5,2026-07-22 15:22:32,Nice
Rupesh singh,5,2026-07-22 15:21:25,Lucknow bakery cace so Hygenic and owner Very helpful
anupam mathur,1,2026-07-22 15:20:18,This AI chat is really Pathetic. The AI assistant niether give you any resolution nor connect you to a live agent. It seems Zomato is cutting costs by replacing live agents with AI agents. It may reduce cost but surely will reduxe the revenue of zomato as customers will finally drift to swiggy or other food apps.
Pandit Ji,5,2026-07-22 15:19:43,you can not give offfer
Manu.dby67 9643802615,5,2026-07-22 15:19:14,good
Bikash Singha,5,2026-07-22 15:14:44,nice
Romesh Mathur,5,2026-07-22 15:14:20,good
Geetha R,5,2026-07-22 15:13:24,super
technical Rohan Alam,1,2026-07-22 15:09:32,garbage app
Shubham Saurav,1,2026-07-22 15:08:35,late ata h
Satish Nagoju,4,2026-07-22 15:05:42,super 💯💯💯
sutharnitu sutharnitu,1,2026-07-22 15:04:55,👍
Md Hasim Sk,5,2026-07-22 15:03:56,excellent
AMIT KUMAR RAILWAY DHANBAD,5,2026-07-22 15:02:23,very good 👍
Jaya Yadav,1,2026-07-22 15:01:35,"Jisko bhi bhejiye next time usko tameej sikha kr bhejiye kyuki we are girls agr humne koi order kiya hai to vo khudse dene aaye on door na ki hum lene jayenge road pr , aur jb bola ki road pr nhi ayenge hum aap door ke pass aa jao to reply ata hai ki humari garz nhi hai aapko ana hai idhar aayiye vrna mai vapas lekr challa jaunga ,agr esse log rhe zomato m to zomato ki service lene se achcha hai hum khudse lepinoz jaakr khaa le yhaa se fir kafi achcha hoga ,phli baar itna ganda experience rhahai"
Satish Pal,5,2026-07-22 14:59:42,good
Durgesh Kumar,5,2026-07-22 14:58:36,good work
Nikita,1,2026-07-22 14:51:19,very very worst app I ordered a pasta and it was all spilled and sticked to polythene there was no proper packaging and there was small sharp pieces of wood too like seriously you want us hospitalized. when I tried to report they told me to email I did ..but no response came from them deleting this app never ordering again and you guys should also not ordered from this again very shityy app
Nandu Nandini,5,2026-07-22 14:48:23,very good
Kumarmohan Mohankumar,5,2026-07-22 14:45:55,good
M ROHIT M ROHIT,5,2026-07-22 14:45:01,good
Dhiya Punamiya,5,2026-07-22 14:44:59,nice
Lovely Sharma,1,2026-07-22 14:44:44,yesterday i have order some of burgers from Mac d to janter mantar complete the payment of 1253 rs but after long i get a call from mac that we are unable to complete your order and we are cancelling your order what is this and my amount is also not refunded should i go for legal or you will arrange a call for clarification
Rekha Kumari,5,2026-07-22 14:44:44,nice service
Ratnesh Viswakarma,5,2026-07-22 14:43:59,nice
The Dawah section,5,2026-07-22 14:41:28,🤌🏻🤌🏻
Sahil Patni,5,2026-07-22 14:40:17,good
Vivek,1,2026-07-22 14:35:49,"I received spoiled spring rolls with a foul smell and contacted Zomato support. They asked me to email them and promised a resolution within 24 hours. I returned the spoiled spring rolls to the nearby restaurant, where I was asked to place another order while they inspected the vendor. Zomato never replied to my email. A serious food safety issue was ignored. Based on my experience, I recommend using other food delivery apps."
Subhadip Singh,4,2026-07-22 14:34:30,good
Sujeet kumar Yadav,4,2026-07-22 14:31:30,good
Aditya Kumar,5,2026-07-22 14:31:23,good 😊
Deepak Singh,5,2026-07-22 14:30:58,good
Irfan Khan,5,2026-07-22 14:29:14,good
Amresh.s ooty,5,2026-07-22 14:28:31,good 👍 👍 👍 👍 👍 👍 👍 👍
mojes ghodke,5,2026-07-22 14:26:35,Good service
SONI,5,2026-07-22 14:25:42,good 👍
Neha Adhakari,5,2026-07-22 14:23:38,very testy food
Mithu Mithu sk,5,2026-07-22 14:20:18,good 👍👍
Dr.Rajini L Kalaiyarasan (Kalai),4,2026-07-22 14:19:52,nice
Suresh Maan,5,2026-07-22 14:18:59,nice 👍
Ujjawal Jain,5,2026-07-22 14:17:48,nice
Deepak Singh,4,2026-07-22 14:17:38,good
S. Elavarasan S. Elavarasan,5,2026-07-22 14:15:30,fast delivery
hiffzur rahman,1,2026-07-22 14:13:57,I really don't know how this is happening simple order is taking 40 mins and most of the time delivery partner is assigned other delivery also this is making delivery too late I am starting to hate this app now my last 7 to 8 delievery s has got delayed why to use this app when every time I am the last priority same issue more than 1hr I am deleting this aap
Dilpreetrandhawa771,5,2026-07-22 14:13:52,zomato is the best app Swiggy and dominos are not good but zomato is best ☺️🤩
Pranjal Pal,1,2026-07-22 14:13:40,great dilevery
Amit Phalke,5,2026-07-22 14:12:49,Good 👍
Mustak Saiyad,5,2026-07-22 14:11:29,nice 👍
Sana Memon,5,2026-07-22 14:11:04,Yummy taste 👍
MANISH SAI,5,2026-07-22 14:10:35,Very good Please dilivered fast Sir
REBEL “Rebelrajpurohit” Rajpurohit,5,2026-07-22 14:09:01,nice
Umar Farooque,5,2026-07-22 14:08:18,good
Mehzar ali Shah,5,2026-07-22 14:07:10,good
sanup sau,1,2026-07-22 14:04:36,"You have completely given me useless items that I ordered, and those are not available. I am very disappointed after placing the order with you.😡"
