userName,score,at,content
akash patil,5,2026-07-27 23:37:26,Good
Sameer C,1,2026-07-27 23:34:02,"Wasted my time on swiggy insta mart, at 11.15pm you applied ""late night fee"" ?? that too in area like Mumbai & Navi Mumbai? well good for me, I saved my whole order money by finding healthy alternative at home and other apps. stop sucking money like this from users."
Akram,1,2026-07-27 23:32:40,not good
Rajesh Parate,1,2026-07-27 23:31:20,food delivery service very bad hopless
Irfan R,1,2026-07-27 23:31:04,super
Tilak Sharma 6100,5,2026-07-27 23:29:36,good
Sachin Pal,5,2026-07-27 23:25:48,Will I get anything from Swiggy as a reward for a 5-star rating?
LZ Creations,5,2026-07-27 23:25:48,nice
PADMA SANAS,4,2026-07-27 23:24:11,nice
Sailu Yadav,1,2026-07-27 23:23:17,delivery person rude behaviour and he is telling to cancel order
Rajeev Pandey,5,2026-07-27 23:18:58,good choice
Shreyans Singh,1,2026-07-27 23:17:13,cheaters ..they first dont deliver on time send you a camouflaged cancellation request so that you quickly press yes so that they can take your money and dnt deliver food too
Ayushi Dixit,3,2026-07-27 23:12:47,The customer care support is fine but not upto the mark. Takes alot of efforts to just talk to the customer care and the UI makes it even worse to talk to them. Rest services I really like and tbh I prefer swiggy only but when it comes to resolution it's bit tricky.
Shankar pasupuleti Shankar,5,2026-07-27 23:08:42,👍
Samreen Begum,5,2026-07-27 23:07:57,best👍
Rehan Beig,5,2026-07-27 23:07:01,nice
Manuyara Khatun,5,2026-07-27 23:04:57,thank you
Kashiyan Mohd,5,2026-07-27 23:03:11,good 👍
siddharth siddharth,5,2026-07-27 23:01:06,best food delivery....!!
Shuhainmk Mk,5,2026-07-27 22:58:46,sooper
Thakur Ayush Singh,5,2026-07-27 22:57:55,nice app but test not good every food very bad
Akanksha Chauhan,1,2026-07-27 22:56:49,"Extremely disappointing and unacceptable experience with Swiggy. I placed my order only because the app guaranteed delivery before my train's departure from Agra Cantt. However, the delivery partner failed to deliver the order before the train left. As a result, I had to travel hungry throughout the night.Customers rely on your promised delivery time while making important decisions. Swiggy must take responsibility when it fails to honor its commitment. I expect a prompt and fair resolution...."
Gaurav Sharma,1,2026-07-27 22:52:20,very worst and weird not committed to their own work plus come on these customers support tell them to handle the query rather showing attitude plus keep their voice tone medain and plzz do not commit fake timeline to deliver order
Chotulal Behera,5,2026-07-27 22:47:54,Excellent 👍
Rohit Singh Rajput (Rajput),1,2026-07-27 22:47:12,"Here's a natural English translation of what you said, while keeping the meaning and tone (excluding the abusive Hindi slang as a literal insult): I ordered food from Swiggy. The food quality was good, and the taste was also good. However, the main issue is with the delivery service. The delivery partner picks up three different orders at the same time for different areas. This seems to be Swiggy's strategy, and because of this, deliveries are delayed. The app shows an estimated delivery time"
NIKKI MADDHESHIYA,1,2026-07-27 22:46:41,"worst app, they will charge for all the other services but when the food won't be good bad quality food items they will deliver they won't take the accountability to refund, their customer service is just worse without resolving the issue they will close the complaint."
Shabana Khan,4,2026-07-27 22:46:19,Good
Drakshayani M,5,2026-07-27 22:37:46,Good receiving the order's...... nice 💖
Karishma,1,2026-07-27 22:37:13,extremlely disappointed i was a loyal customer but from past few orders the time and quality issue is constant and all i get in the name of help is we understand your concern. again extremely you have lost a loyal customer.
ROCKY SHRI,5,2026-07-27 22:37:02,super 👍
Ratan Ratan chauhan,5,2026-07-27 22:36:18,nice
Raja Alaam,5,2026-07-27 22:34:57,best service in small town thank you
Pooja R kulkarni,1,2026-07-27 22:34:30,very bad customer service I have received plain rice instead of fried rice when I raised the issue they told me that agent will reach me through mail 6 to 8days later.. what does these people think that we customers don't have any work and just wait for a simple food issue for 6days? zomato will take care of these issues in just few minutes max upto an hour.. I just wanted to try this app and total dissatisfaction.. not recommended at all
Simpi kumari,5,2026-07-27 22:34:19,good
suraj joshi,1,2026-07-27 22:31:37,very bad driver returned my order to no all many things happened zamato is far better .
INDRAJIT DUTTA,5,2026-07-27 22:30:20,good
Montu Vaghela,5,2026-07-27 22:23:21,good 👏
Relax Sleep Mattress,4,2026-07-27 22:22:33,perfect 👍🏻👌🏻
Sajal Mehrotra,5,2026-07-27 22:21:07,good
Amit Kumar,5,2026-07-27 22:20:04,👌 super
Rakesh Gupta,5,2026-07-27 22:17:58,good
Pragati Singh,1,2026-07-27 22:17:50,worst app !! they are not going to resolve your problem instead they will tell u to do e-mails when u r too hungry !! I am going to Uninstall it rite now !! worst experience !!
prateek chauhan,1,2026-07-27 22:15:11,"Extremely disappointing service. Swiggy guaranteed delivery before my train departed from Agra Cantt, so I placed the order. It was never delivered, and I had to travel hungry all night. I never requested cancellation—Swiggy cancelled it and offered only a refund. This is a clear service failure. I expect double compensation, failing which I'll escalate the matter to the Grievance Officer, NCH, Consumer Commission, and other public platforms."
Balram Gandhraw,3,2026-07-27 22:12:49,mujhe fast service chahiye apse jitna fast delivery ap denge apko do star de sakta please ap mere delivery ko ap aadhe ghante abhi pahuchaye apko two star feed back 10.30pm tak delivery kijiye please
Md Gufran,5,2026-07-27 22:11:31,very good service
Kavita Panigrahi,5,2026-07-27 22:10:43,nice
Suraj Tungawar,5,2026-07-27 22:03:17,it's too fast delivery thank you swiggy
Shiva Komaravolu,5,2026-07-27 22:03:08,very gud
Sarika Shrivastava,1,2026-07-27 22:02:04,this app is really very worse like seriously first they were showing that there is no pay on delivery available so I did the order p prepaid when the order came the delivery guy to extra money from me and they also don't give instant they you need to send them mail like seriously don't ever use this app man!!!!!
Rohan Suryawanshi,1,2026-07-27 22:01:27,"Very bad experience with Swiggy. I ordered and paid for 2 items but received only 1. The packaging was also not proper. I submitted all details and photos to customer support, but I received no proper response or solution. Customers should receive everything they pay for. Very disappointing service. I hope Swiggy improves its customer support and takes responsibility for missing items."
Hindi Bharat,5,2026-07-27 21:59:33,very good
Shubham Yadav,1,2026-07-27 21:55:37,Totally fraud
Suhel Pathan,5,2026-07-27 21:51:29,nice
Shaikh Mujahed,3,2026-07-27 21:49:19,aise ofer or mile to apun roz oder karenga
Dinesh Dhumal,5,2026-07-27 21:48:59,very helpful app 🔥🔥
Rekha Kumari,4,2026-07-27 21:47:32,very easy to order it's nice aap
Rumana Shaikh,4,2026-07-27 21:47:29,Best
prathiyush sk,5,2026-07-27 21:46:47,good
BASAVA DBOSS,5,2026-07-27 21:46:20,nice
sanjay pillai,1,2026-07-27 21:44:38,worst experience
RAJA PRASAD,5,2026-07-27 21:44:06,good
Manish Mandal,5,2026-07-27 21:43:05,good
Kamlakanta Deep,5,2026-07-27 21:41:55,nice
Saurabh sharma,1,2026-07-27 21:41:43,"not good app does not keep its guaranteed time delivery on one black, did not got cash back in account mailed also still did not got same"
Karan Singal,5,2026-07-27 21:40:39,ok
PRABHAT SINGH,4,2026-07-27 21:40:32,Good
Vaibhav Barekar,5,2026-07-27 21:29:28,good service
Arpna Dwivedi,5,2026-07-27 21:27:53,very good
Om Singh,1,2026-07-27 21:27:28,order tracker does not work. always hang and return home page.
RSC,5,2026-07-27 21:26:55,lovely
ANITHA S,4,2026-07-27 21:26:27,nice 👍
Apurva Sanjukumar,4,2026-07-27 21:25:38,super
Pawan Singh Shekhawat,1,2026-07-27 21:24:13,"Worst delivery experience I've had. The delivery partner failed to deliver my order and ignored all my calls. There was no attempt to communicate or resolve the issue. Completely unprofessional and unacceptable service. I would not recommend this delivery service unless they improve their customer support and delivery standards."""
Lavanya U,5,2026-07-27 21:24:03,Good Quality
Manish Chaturvedi,5,2026-07-27 21:24:02,"Easy to install, Ready to deliver your food on the door."
vicky Sahni,2,2026-07-27 21:17:24,good
nitesh kumamr,5,2026-07-27 21:14:12,good
Bhavesh Baraiya,5,2026-07-27 21:12:30,supare swiggy
Ashutosh Sinha,5,2026-07-27 21:10:54,awesome service
Ritesh Panchal,5,2026-07-27 21:10:51,best
Neha Baldaniya,5,2026-07-27 21:09:31,good
Chirantan Ghosh,2,2026-07-27 21:09:05,it's toouch costly nowadays. you guys charge so high now a days
NARENDRA Shah,5,2026-07-27 21:06:41,Good
Shruthi Ym,1,2026-07-27 21:04:31,sick delivery person who cant read
Luffy xD,5,2026-07-27 21:04:17,better than zomato tho.
Pachu Pachu,5,2026-07-27 21:03:01,very good
Manish Singh Rathore,1,2026-07-27 21:01:05,pathetic app getting crashed every time when I click on track order.
Vini v Vini,5,2026-07-27 20:59:49,super
Ravi Kiran,1,2026-07-27 20:55:07,Day by day Swiggy delivery service is getting worse. everytime ordering food takes 50+ min for 20min delivery and Instamart is more than 30+min delivery time taken for 9-10min advertisement which they claim. Very bad experiences am facing and will uninstall your app.
Akash Sharma,5,2026-07-27 20:54:18,nice
Rajkumar paul,5,2026-07-27 20:54:16,good
Pradeepa M D,5,2026-07-27 20:51:18,nice
ASHUTOSH SINGH,5,2026-07-27 20:51:14,good service for Swiggy
Sandhya Mary.N,5,2026-07-27 20:49:25,very easy to use
Ananth Vedaiyan,4,2026-07-27 20:48:35,please fast delivery
rituraj tiwari,3,2026-07-27 20:47:06,good
Laxmi,5,2026-07-27 20:43:50,wow only on 99
Ravi Bhukal,1,2026-07-27 20:41:17,You charge so many different kinds of fees... The delivery timing is terrible... truly terrible... 👎
Vishal Kumar,5,2026-07-27 20:41:05,good
Vijay Jain,5,2026-07-27 20:37:06,Very fast
Yash Kumar,5,2026-07-27 20:37:04,good
Rishu S,5,2026-07-27 20:34:55,not bad
Prabhakaran M,5,2026-07-27 20:34:17,good
Vandana Suryawanshi,5,2026-07-27 20:34:09,nice
Deepa Nayak,5,2026-07-27 20:31:53,nice
ᴀɴᴋɪᴛ__ ꜱᴇᴇᴍᴀʀ ____,1,2026-07-27 20:31:20,very bad
abhi,5,2026-07-27 20:24:41,good
Yash Gupta,5,2026-07-27 20:22:13,excellent 👌
ravi chandran,5,2026-07-27 20:19:51,super
Gaming Gladiator's,1,2026-07-27 20:19:31,"Extremely disappointed with Swiggy. Placed an order at and after 2+ hours the order is still not delivered. No proper update from the delivery executive and support team was of no help. When I pay for quick delivery, I expect at least basic service. Completely ruined my plans. Will not be using Swiggy again."
Trivikram Majjari,1,2026-07-27 20:16:39,High costs
Matias Topno,5,2026-07-27 20:14:04,👍👍
Amidul Sk,5,2026-07-27 20:12:39,good
Jaitun Shelat,5,2026-07-27 20:11:52,good service
Pranav Sharma,5,2026-07-27 20:11:36,very good
Reshma Ramesh,1,2026-07-27 20:10:02,"very bad app.... selling bad quality products, not responsible help care .... no good solution very bad please don't use this guys.. selling expired and bad quality products..."
NAVIN KUMAR,4,2026-07-27 20:08:16,Good
Ali khan Ali khan,5,2026-07-27 20:06:37,nice Shop 👍🏼👍🏼
Rajat Prasad,5,2026-07-27 20:03:39,good
Sunny Kumar,5,2026-07-27 20:03:04,wonder full
Siddhesh Kamble,1,2026-07-27 20:02:26,worst app product are supply on instamart was poor quality and it has not return policy in this app.
Sandhya Shahi,5,2026-07-27 20:01:07,very good app they give many offers. I Appreciate.
Keshav Saini,2,2026-07-27 20:00:55,delivery period late
Aman Kunjam,3,2026-07-27 19:59:55,👍
Narendra Narendra Dhalwa,5,2026-07-27 19:59:26,good
Vasundhara B,4,2026-07-27 19:59:11,app is good but i want more offers
Vaibhav Vaibhav,5,2026-07-27 19:56:29,fast food best app
Krishangi Sen,1,2026-07-27 19:55:12,bad food.
kalyani pilare,5,2026-07-27 19:55:07,nice
Mithran A U,5,2026-07-27 19:54:01,super
Sushant Sangodkar,5,2026-07-27 19:53:56,very good
Karthikeya Tippavajhula,5,2026-07-27 19:52:58,edo ala bro
Tayab hasan,1,2026-07-27 19:51:35,ok
Vishal Kumar,5,2026-07-27 19:50:06,good aap for delivery and giving order on time
Mayuriabirami,3,2026-07-27 19:48:51,good
Abin Antony M,2,2026-07-27 19:45:53,"after applying payment coupons, when proceeding to payment page, unable to see pay option."
Yash Sahare,5,2026-07-27 19:45:47,awesome app
Kiruthiga,5,2026-07-27 19:45:23,thankyou Swiggy
Piyush,4,2026-07-27 19:44:46,😉😉
Bagoria Steel fabricator,5,2026-07-27 19:39:59,good
Pragati Agarwal,1,2026-07-27 19:39:45,fraud app
Mayuraj Chudasama,5,2026-07-27 19:39:38,ok
Jitendar Singh,5,2026-07-27 19:38:12,love everything
Devendra Kumar,1,2026-07-27 19:37:02,"After a 5-hour train journey, I ordered food on Swiggy, but the delivery partner never showed up at the designated station. I was left hungry with another 2 hours of travel and no station in between to buy food. Swiggy Support offered a refund, but what about the hunger and inconvenience I had to face? A refund doesn't compensate for being stranded without food when I was relying on your service. Very disappointing. 1/5 stars."
S Sarkar,4,2026-07-27 19:35:48,ok
Haroon Chaudhary,5,2026-07-27 19:35:47,this app is so good if we take membership so this app gives so many offers i like this app
Baljeet Kaur,5,2026-07-27 19:34:40,nice delivery boy nice and food and first delivery 🚚
Polumati Murarji,5,2026-07-27 19:34:28,good
Nidhi Pandey,5,2026-07-27 19:34:17,👍
lalita kushwaha,5,2026-07-27 19:33:08,bohot mast
Nithin Reddy,1,2026-07-27 19:29:31,"Worst experience ever, They have delayed my delivery for 3 hrs, which showed 30 min while booking. When it is 2 hrs from ordering, I tried to cancel and it's not getting cancelled. And later almost after 3 hrs from ordering, it arrived. I cancelled it for being late and now it says I have to pay this cancellation charges in my next order. No customer care is responding to this and they are like u have to pay that's it. This is sick, keeping mistake on ur side and looting the people.."
Soumya,5,2026-07-27 19:29:28,good
Vinod Mokashi,4,2026-07-27 19:27:34,very nice
Vanessa Marcia,1,2026-07-27 19:24:36,Customer support seems to be deteriorating recently. The customer support bot is absolutely useless and does not address the issue. Took me forever to get to the CS team. They don't even let you drop a review to the restaurant that delivered the wrong order. How shady.
fayaz ahmed,5,2026-07-27 19:24:20,5 star rating
Mani Chakra Prathap Mada,5,2026-07-27 19:14:38,I like
Lov Mahato,5,2026-07-27 19:10:00,good
Soni Maria,1,2026-07-27 19:09:18,i just ordered food from the wrong restaurant. i realised it within a minute and tried to cancel . but Swiggy told me there will be a convenience fee which i agreed. the worst part is the bill was 280 and the convenience fee they told me was also 280. I'm going to uninstall the app. very bad customer service.
Sunaina Jatav,1,2026-07-27 18:56:58,bakwas
Govind Shah,1,2026-07-27 18:54:55,good 👍
Tharam Kunjumon,1,2026-07-27 18:53:49,They have hired jokers customer support ke naam pe.. They type only line Sorry for inconvenience that's it... I really wish ke kuch time me Swiggy bandh hi honay
Santhosh Seravath,5,2026-07-27 18:53:22,very good
Manu Jetly,1,2026-07-27 18:52:34,very poor service
Sai Devi,5,2026-07-27 18:51:29,doing well job and great full 😁
Virat pandey,5,2026-07-27 18:45:50,the experience is too good with Swiggy one membership the prices go down and make it very affordable for me as bachelor it's worth it
Shahbaz Rana,4,2026-07-27 18:43:51,good
Glaxton,4,2026-07-27 18:39:23,good
Padmalav Das,5,2026-07-27 18:31:20,good
Gurdeep Singh,1,2026-07-27 18:29:11,bad cervic
Naksh Pundhir,5,2026-07-27 18:21:34,"I recommend Swiggy more than Zomato. Guyys if you are looking for the best food delivery app , I reccomend Swiggy."
Krishna Sandeep,5,2026-07-27 18:17:42,good
Anand Kumar,4,2026-07-27 18:11:43,good
Jeevan Gond,5,2026-07-27 17:58:34,good👍
Raju Thakre,5,2026-07-27 17:58:28,👍
Priyanka Devi,5,2026-07-27 17:56:17,mat aap
Krishna Halder,5,2026-07-27 17:53:57,Wow
TN34_PHOENIX _BIRD,4,2026-07-27 17:50:19,This app makes it very easy for me to order food. This app makes it very easy for me to order food. 😇
Gahari lal Gahari lal teli,5,2026-07-27 17:48:06,acha
Nitesh Singh,1,2026-07-27 17:48:04,ghatiya experience
Rustam Ali,1,2026-07-27 17:46:47,Instamart is useless in the matter of refund. I did not get my refund. They deducted Rs 121 in the name of cancelling and the order itself was for Rs 121.
Sahanawaz1066,5,2026-07-27 17:46:13,good
Rithin Rithin,5,2026-07-27 17:44:25,food is still hot and tasty as will as very impressive
Shibu N. Pillai,1,2026-07-27 17:42:53,Dal Makkani Punjabi not available
Pranesh,1,2026-07-27 17:41:16,worst app they steal double the amount of order we ordered backin 2023 payment went through received the order and still got the cancellation fee because of no reason
Vignesh,1,2026-07-27 17:41:04,"Pathetic, Zomato without premium subscription on paid deliveries is not adding rain fee but with Swiggy one on longer distances paid deliveries they are adding rain fee extra... and day by day platform is getting increased which is not at all acceptable"
Muhammed asjad Raza,1,2026-07-27 17:40:14,app is not opening
Tanveer khan,3,2026-07-27 17:36:33,usefull
G.Chinna,5,2026-07-27 17:33:32,super 👌
Jamal sab Harihar,5,2026-07-27 17:32:45,good service
Kurakula Durgadevi,3,2026-07-27 17:29:42,I think that you have to insert people by saying you have to keep like that after that you have to do like this because of that people may order faster so that was the confusion I got
MADHU JAISWAL,4,2026-07-27 17:29:20,The Best But Please Add cancel order option valid till 2 minutes of placing order
sanjana katariya,1,2026-07-27 17:26:37,chor app when I was add item in cart that time price was different after order price was different which i was paid and no any option for cancel and impossible to contact coustomer care agent fraud
Royal Ravan,3,2026-07-27 17:19:56,👍
Pradeep yadav,5,2026-07-27 17:12:47,goods aap
Arts raghav,5,2026-07-27 17:10:15,thei is the best
Sriramulu Suman,4,2026-07-27 17:09:36,good
Ojha Sunil,5,2026-07-27 17:07:08,good
Shubham Sharma,5,2026-07-27 17:03:01,amazing
Rayaluru hemanth,1,2026-07-27 17:02:19,my friend on Swiggy but wrong destination bui want cancel my order it seems refund id 100 percentage
Amit Papa,1,2026-07-27 16:52:02,"Order was not delivered successful. Yesterday I ordered food of RS 517 from 02878 train no. Seat no.B4 49,55.but your delivery guy fraud with u and us.your delivery guy told me I have initiated the refund now u will do it too.now swiggy told that your order was delivered successful. Please refund my money as soon as possible."
